vocals; drums; bass; other
0,1503572566434741;4,990003537386656;0,3158400650136173;1,2275308836251497;
0,41289039654657245;2,8019773308187723;0,32552177435718477;1,0619884124025702;
0,46257508802227676;25,97942389547825;7,577503100037575;1,3672139029949903;
0,4151894536335021;3,512526396661997;3,150440752506256;1,5338788507506251;
1,031697727739811;1,2790822656825185;0,40645935223437846;1,7866971902549267;
1,1513067875057459;0,7156105129979551;0,6571714184246957;2,1419068798422813;
0,9579219040460885;0,5165573675185442;0,580432009883225;2,1874632220715284;
0,47608601744286716;0,33005254226736724;0,3239878569729626;1,042681746184826;
0,36938514676876366;21,479280665516853;4,087202716618776;1,6935415333136916;
0,24211315030697733;2,1966686472296715;1,4826469123363495;1,28603121265769;
0,2435398637317121;0,6110405083745718;0,453498971182853;0,7482728105969727;
0,05817735655000433;0,4130571032874286;0,1273519592359662;0,24276095791719854;
0,27636223239824176;1,027443679049611;0,22162539244163781;0,8215088164433837;
0,2390989102423191;0,641462451312691;0,30197997693903744;0,7235519587993622;
0,39573534741066396;15,822431072592735;3,1627060379832983;0,837706436868757;
0,39573534741066396;15,822431072592735;3,1627060379832983;1,294951536692679;
0,0754017528379336;0,3531489637680352;0,11802995868492872;0,314508710289374;
0,10669441689969972;0,2798142668325454;0,1007495156954974;0,3534017305355519;
0,04885438465862535;0,44815847650170326;0,11350791464792565;0,23815882741473615;
0,04291592267691158;0,42744356323964894;0,060770395066356286;0,1854751753853634;
4,552280530333519;7,704820949584246;12,732665985822678;9,373812936246395;
0,11084016296081245;1,1537474347278476;0,5479141836985946;0,8453977643512189;
0,1452970172977075;0,43550701229833066;0,17567946633789688;0,4843815986532718;
0,1311892265221104;0,2547773765400052;0,11626123159658164;0,2845239650923759;
0,1311892265221104;0,2547773765400052;0,11626123159658164;0,2845239650923759;
0,289134361082688;1,0930699063465;0,18078704306390136;1,0281457798555493;
1,3811546377837658;24,501103907823563;9,19877365231514;5,640577990561724;
0,07564133557025343;0,8971019997261465;0,5928538157604635;0,8077394450083375;
0,13686640886589885;0,38748505176045;0,08499110845150426;0,35927409771829844;
0,0688327636453323;0,26327709201723337;0,08498792885802686;0,30074911774136126;
0,10138606012333184;0,2154994144802913;0,0798316250438802;0,2751423744484782;
0,18425272719468921;0,2436562062939629;0,12185638479422778;0,37973743746988475;
0,35745667992159724;24,055732414126396;5,318202544003725;2,387773245573044;
0,26878336211666465;2,95958761125803;1,7186269396916032;1,5154380816966295;
0,47489730059169233;0,32762420596554875;0,22981278016231954;0,8216355345211923;
0,18255849136039615;0,2860763343051076;0,1893010048661381;0,5076908855699003;
0,0994080983218737;0,205587872187607;0,08031295874388888;0,25130415451712906;
0,07372583058895543;0,1455399760743603;0,08976466051535681;0,20918907830491662;
0,5555874085985124;20,398633554577827;2,803773619234562;1,6400140011683106;
0,0868475399329327;0,5704753566533327;0,2846754505299032;0,49371219938620925;
0,10481346544111148;0,21946366177871823;0,15009510389063507;0,3494509728625417;
0,0671819580020383;0,16558785864617676;0,06890157237648964;0,15953760885167867;
0,048312464059563354;0,14015026681590825;0,061127655499149114;0,11627592175500467;
0,3232774615753442;0,4181280091870576;0,1447484246455133;0,2855541242752224;
0,3853800590150058;10,27201022952795;4,15579229593277;1,636203844100237;
0,05183215034776367;0,4700513381976634;0,21822475537192076;0,31280730036087334;
0,07311796798603609;0,18741846724878997;0,07940423529362306;0,19831104145850986;
0,06215022585820407;0,18566740618553013;0,07618500239914283;0,15804337454028428;
0,0612039293628186;0,15889423957560211;0,0845407776068896;0,18750476010609418;
0,9982668561860919;6,378236226737499;0,35267716157250106;0,43416538392193615;
0,12905756011605263;5,20731508731842;4,136229399591684;1,2155338190495968;
0,052747607696801424;0,9828453185036778;0,6335507496260107;0,6415857351385057;
0,06622631917707622;0,19453311688266695;0,08799072384135798;0,21113353432156146;
0,07850169640732929;0,20741010666824877;0,09459083230467513;0,23587806208524853;
0,08193276153178886;0,20154396770521998;0,08149959467118606;0,23120477271731943;
0,6039973814040422;9,423105977475643;3,0876679811626673;0,2763160737231374;
0,9233582532033324;20,109940320253372;10,219326242804527;1,5180297195911407;
0,05964892989140935;0,357303797500208;0,18050838843919337;0,23714714916422963;
0,06876271800138056;0,16390945529565215;0,08018399239517748;0,15785498544573784;
0,07466420356649905;0,13866479275748134;0,07657195965293795;0,18235939205624163;
0,07464948430424556;0,15812338097020984;0,08497721864841878;0,23162085562944412;
0,3030507068615407;22,132741287350655;1,686674077063799;0,3148764662910253;
0,06782726268284023;2,750872867181897;0,7453018333762884;1,5470098005607724;
0,09173827129416168;0,3328019520267844;0,14896086941007525;0,22895511938259006;
0,047268462367355824;0,17966503219213337;0,07205039582913741;0,1672904909355566;
0,06975376163609326;0,14061138790566474;0,06564080103999004;0,15960870950948447;
0,05862995749339461;0,20782895444426686;0,08564109884900972;0,22019687457941473;
0,622848398052156;22,62071892619133;3,403248731046915;1,171549316495657;
0,0875699843163602;1,554250600747764;0,7108337595127523;1,129172625951469;
0,05408191282185726;0,23734421120025218;0,135138223413378;0,19087159307673573;
0,04883631117991172;0,1804652129067108;0,06427009793696925;0,1257934927707538;
0,06666166882496327;0,15746967983432114;0,07354826084338129;0,21049045608378947;
1,1257992591708899;4,040037281811237;0,2376856718910858;0,3408654883969575;
3,0191459227353334;20,506680011749268;14,358580112457275;3,588959574699402;
0,1421530614607036;5,389134865254164;5,783137399703264;2,1326527930796146;
0,04301840453990735;0,22638909285888076;0,09921286255121231;0,16415645950473845;
0,03947609002352692;0,15909770445432514;0,059489950217539445;0,11868040746776387;
0,06794080400140956;0,13110552390571684;0,06930381641723216;0,14660357555840164;
0,040628652641316876;0,11677607108140364;0,048327321565011516;0,1028667829814367;
0,08956743113230914;3,8879476487636566;2,3866891860961914;1,8456830875948071;
0,07755727710900828;0,7043868536129594;0,6292990292422473;0,6136085139587522;
0,1350684615317732;0,24976857821457088;0,13338377175386995;0,3641060320660472;
0,05429465454653837;0,14982704306021333;0,059907262766500935;0,14629207726102322;
0,0708421430317685;0,1551619789097458;0,07726268813712522;0,16770079673733562;
0,4541410889942199;19,560575485229492;1,4247215585783124;0,20610570209100842;
0,14185630425345153;2,899619983509183;1,3846935471519828;1,574512105435133;
0,05777590922662057;0,6148334359750152;0,39297633338719606;0,5448325537145138;
0,07861766061978415;0,15922657621558756;0,07679442205699161;0,16625819262117147;
0,061504339100793004;0,14614308020099998;0,055937955039553344;0,16620972019154578;
0,04677452307078056;0,1361086469842121;0,05002571560908109;0,12783068814314902;
0,5312534049153328;21,85138314962387;2,3512134794145823;1,3144852127879858;
0,09300478268414736;1,555357943288982;0,9506026399321854;1,1409226572141051;
0,09300478268414736;1,555357943288982;0,9506026399321854;1,1409226572141051;
0,054255531722446904;0,15087334031704813;0,062293867813423276;0,15729326696600765;
0,0596542377024889;0,14504839782603085;0,09499466250417754;0,20247409702278674;
0,053823132475372404;0,1291214139200747;0,05132314981892705;0,11430745507823303;
5,425272509455681;17,708556726574898;11,670786887407303;3,189605427905917;
0,05591486478806473;1,234955620020628;0,5586924380622804;0,9670056751929224;
0,061649981944356114;0,4662313440348953;0,21008368639741093;0,26773480931296945;
0,02309308729309123;0,1375865249428898;0,05699565008399077;0,08418452489422634;
0,06523181218653917;0,15297347272280604;0,0803417933639139;0,20371358550619334;
0,0752255946281366;0,1648010511416942;0,06541674520121887;0,17623532039579004;
3,291294677183032;14,483550563454628;12,434438802301884;4,145560786128044;
0,07828457455616444;0,7631154148839414;0,6662143277935684;0,6685061962343752;
0,053044757805764675;0,3648712590802461;0,19476079614832997;0,18323394760955125;
0,036971283407183364;0,15103597252164036;0,06153825961519033;0,08663547487230971;
0,08010431338334456;0,16645398864056915;0,08481796976411715;0,2277770545333624;
0,1189548711408861;0,16611428873147815;0,09003560990095139;0,27266741381026804;
0,5896165384911001;21,173926070332527;10,448847897350788;1,1231227545067668;
0,058646906836656854;0,6335496436804533;0,48347123083658516;0,5749232950620353;
0,0451468258688692;0,33207429805770516;0,15082737081684172;0,188580306712538;
0,13088843843434006;0,23131155467126518;0,10011615086114034;0,26240709121339023;
0,0369661720469594;0,20912924082949758;0,06135862349765375;0,16268344188574702;
0,09315137140220031;0,19900979532394558;0,08553470979677513;0,23605342721566558;
0,24701387155801058;19,951216876506805;3,15853301435709;1,5652190195396543;
0,14030662714503706;0,5388222052715719;0,33382457331754267;0,49404671881347895;
0,06306009890977293;0,15740554954390973;0,08337138569913805;0,15422035357914865;
0,06529346137540415;0,17411092994734645;0,07375950372079387;0,17870379087980837;
0,05844791667186655;0,1574696652824059;0,05161671288078651;0,16452412819489837;
0,06045651753083803;0,14817723422311246;0,062449405959341675;0,18414761871099472;
0,19771898223552853;14,039333909749985;1,9616251811385155;1,0246018646284938;
0,030747800337849185;0,4854419967159629;0,22462275228463113;0,2715196169447154;
0,03576058952603489;0,1704329770291224;0,08438160875812173;0,15156768495216966;
0,07723012822680175;0,170310158864595;0,07885042577981949;0,17454857879783958;
0,0825770475785248;0,17389091954100877;0,07398499292321503;0,24196044250857085;
3,414758248254657;3,740762360394001;0,5728801479563117;0,8553669322282076;
0,07006680243648589;5,7194773107767105;2,920671598985791;1,895389286801219;
0,02445686186547391;0,36083979648537934;0,20643751486204565;0,16067638352978975;
0,06893350655445829;0,19015443103853613;0,09211201540892944;0,18053616804536432;
0,06538276647916064;0,12705824337899685;0,0562220266147051;0,14336715685203671;
0,044929151044925675;0,11415384506108239;0,055306110880337656;0,13152930478099734;
